"PassengerId";"HomePlanet";"CryoSleep";"Cabin";"Destination";"Age";"VIP";"RoomService";"FoodCourt";"ShoppingMall";"Spa";"VRDeck";"Name";"Transported";"IdGroup";"IdNumber";"CabinArea";"CabinNumber";"CabinSide";"FirstName";"LastName";"GroupSize";"CabinSize";"SectorCabinCount";"SectorPersonCount";"CabinPosition";"TotalExpenses";"NoExpenses";"LogTotalExpenses";"LogRoomService";"LogFoodCourt";"LogShoppingMall";"LogSpa";"LogVRDeck";"NoRoomService";"NoFoodCourt";"NoShoppingMall";"NoSpa";"NoVRDeck"
"0008_02";"Europa";TRUE;"B/1/P";"TRAPPIST-1e";"34,0";FALSE;"0,0";"0,0";"0,0";"0";"0,0";"Altardr Flatic";TRUE;"8";"2";"B";"1,0";"P";"Altardr";"Flatic";"3";"3";"302";"512";"0,003322259136212625";"0,0";TRUE;"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";TRUE;TRUE;TRUE;TRUE;TRUE
"0008_03";"Europa";FALSE;"B/1/P";"55 Cancri e";"45,0";FALSE;"39,0";"7295,0";"589,0";"110";"124,0";"Wezena Flatic";TRUE;"8";"3";"B";"1,0";"P";"Wezena";"Flatic";"3";"3";"302";"512";"0,003322259136212625";"8157,0";FALSE;"9,006631733300580";"3,663561646129646";"8,894944460956886";"6,378426183651587";"4,700480365792417";"4,820281565605037";FALSE;FALSE;FALSE;FALSE;FALSE
"0009_01";"Mars";FALSE;"F/1/P";"TRAPPIST-1e";"32,0";FALSE;"73,0";"0,0";"1123,0";"0";"113,0";"Berers Barne";TRUE;"9";"1";"F";"1,0";"P";"Berers";"Barne";"1";"1";"1895";"2178";"0,000527983104540655";"1309,0";FALSE;"7,177018765909900";"4,290459441148391";"-1,000000000000000";"7,023758954738443";"-1,000000000000000";"4,727387818712341";FALSE;TRUE;FALSE;TRUE;FALSE
"0010_01";"Earth";FALSE;"G/1/S";"TRAPPIST-1e";"48,0";FALSE;"719,0";"1,0";"65,0";"0";"24,0";"Reney Baketton";FALSE;"10";"1";"G";"1,0";"S";"Reney";"Baketton";"1";"1";"1501";"1896";"0,000666666666666667";"809,0";FALSE;"6,695798917058491";"6,577861357721047";"0,000000000000000";"4,174387269895637";"-1,000000000000000";"3,178053830347946";FALSE;FALSE;FALSE;TRUE;FALSE
"0011_01";"Earth";FALSE;"F/2/P";"TRAPPIST-1e";"28,0";FALSE;"8,0";"974,0";"12,0";"2";"7,0";"Elle Bertsontry";TRUE;"11";"1";"F";"2,0";"P";"Elle";"Bertsontry";"1";"1";"1895";"2178";"0,001055966209081309";"1003,0";FALSE;"6,910750787961936";"2,079441541679836";"6,881411303642535";"2,484906649788000";"0,693147180559945";"1,945910149055313";FALSE;FALSE;FALSE;FALSE;FALSE
"0012_01";"Earth";FALSE;NA;"TRAPPIST-1e";"31,0";FALSE;"32,0";"0,0";"876,0";"0";"0,0";"Justie Pooles";FALSE;"12";"1";"E";"741,0";"P";"Justie";"Pooles";"1";"1";"-Inf";"299";"0,501326259946949571";"908,0";FALSE;"6,811244378601294";"3,465735902799727";"-1,000000000000000";"6,775366090936392";"-1,000000000000000";"-1,000000000000000";FALSE;TRUE;FALSE;TRUE;TRUE
"0014_01";"Mars";FALSE;"F/3/P";"55 Cancri e";"27,0";FALSE;"1286,0";"122,0";"0,0";"0";"0,0";"Flats Eccle";FALSE;"14";"1";"F";"3,0";"P";"Flats";"Eccle";"1";"1";"1895";"2178";"0,001583949313621964";"1408,0";FALSE;"7,249925536717988";"7,159291904797564";"4,804021044733257";"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";FALSE;FALSE;TRUE;TRUE;TRUE
"0015_01";"Earth";FALSE;"F/4/P";"55 Cancri e";"24,0";FALSE;"0,0";"1,0";"0,0";"0";"637,0";"Carry Hughriend";FALSE;"15";"1";"F";"4,0";"P";"Carry";"Hughriend";"1";"1";"1895";"2178";"0,002111932418162619";"638,0";FALSE;"6,458338283344790";"-1,000000000000000";"0,000000000000000";"-1,000000000000000";"-1,000000000000000";"6,456769655572163";TRUE;FALSE;TRUE;TRUE;FALSE
"0016_01";"Mars";TRUE;"F/5/P";"TRAPPIST-1e";"45,0";FALSE;"0,0";"0,0";"0,0";"0";"0,0";"Alus Upead";TRUE;"16";"1";"F";"5,0";"P";"Alus";"Upead";"1";"1";"1895";"2178";"0,002639915522703274";"0,0";TRUE;"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";TRUE;TRUE;TRUE;TRUE;TRUE
"0017_01";"Earth";FALSE;"G/0/P";"TRAPPIST-1e";"0,0";FALSE;"0,0";"0,0";"0,0";"0";"0,0";"Lyde Brighttt";TRUE;"17";"1";"G";"0,0";"P";"Lyde";"Brighttt";"2";"1";"1509";"1885";"0,000000000000000000";"0,0";TRUE;"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";TRUE;TRUE;TRUE;TRUE;TRUE
"0017_02";"Earth";FALSE;"F/6/P";"55 Cancri e";"14,0";FALSE;"412,0";"0,0";"1,0";"0";"679,0";"Philda Brighttt";FALSE;"17";"2";"F";"6,0";"P";"Philda";"Brighttt";"2";"1";"1895";"2178";"0,003167898627243928";"1092,0";FALSE;"6,995766156304851";"6,021023349349527";"-1,000000000000000";"0,000000000000000";"-1,000000000000000";"6,520621127558696";FALSE;TRUE;FALSE;TRUE;FALSE
"0020_01";"Earth";TRUE;"E/0/S";"TRAPPIST-1e";"1,0";FALSE;"0,0";"0,0";"0,0";"0";"0,0";"Almary Brantuarez";FALSE;"20";"1";"E";"0,0";"S";"Almary";"Brantuarez";"6";"6";"609";"682";"0,000000000000000000";"0,0";TRUE;"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";TRUE;TRUE;TRUE;TRUE;TRUE
"0020_02";"Earth";TRUE;"E/0/S";"55 Cancri e";"49,0";FALSE;"0,0";"0,0";"0,0";"0";"0,0";"Glendy Brantuarez";FALSE;"20";"2";"E";"0,0";"S";"Glendy";"Brantuarez";"6";"6";"609";"682";"0,000000000000000000";"0,0";TRUE;"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";TRUE;TRUE;TRUE;TRUE;TRUE
"0020_03";"Earth";TRUE;"E/0/S";"55 Cancri e";"29,0";FALSE;"0,0";"0,0";"0,0";"0";"0,0";"Mollen Mcfaddennon";FALSE;"20";"3";"E";"0,0";"S";"Mollen";"Mcfaddennon";"6";"6";"609";"682";"0,000000000000000000";"0,0";TRUE;"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";TRUE;TRUE;TRUE;TRUE;TRUE
"0020_04";"Earth";FALSE;"E/0/S";"TRAPPIST-1e";"10,0";FALSE;"0,0";"0,0";"0,0";"0";"0,0";"Breney Jacostanley";TRUE;"20";"4";"E";"0,0";"S";"Breney";"Jacostanley";"6";"6";"609";"682";"0,000000000000000000";"0,0";TRUE;"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";TRUE;TRUE;TRUE;TRUE;TRUE
"0020_05";"Earth";TRUE;"E/0/S";"PSO J318.5-22";"1,0";FALSE;"0,0";"0,0";"0,0";"0";"0,0";"Mael Brantuarez";FALSE;"20";"5";"E";"0,0";"S";"Mael";"Brantuarez";"6";"6";"609";"682";"0,000000000000000000";"0,0";TRUE;"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";TRUE;TRUE;TRUE;TRUE;TRUE
"0020_06";"Earth";FALSE;"E/0/S";"TRAPPIST-1e";"7,0";FALSE;"0,0";"0,0";"0,0";"0";"0,0";"Terta Mcfaddennon";FALSE;"20";"6";"E";"0,0";"S";"Terta";"Mcfaddennon";"6";"6";"609";"682";"0,000000000000000000";"0,0";TRUE;"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";TRUE;TRUE;TRUE;TRUE;TRUE
"0022_01";"Mars";FALSE;"D/0/P";"TRAPPIST-1e";"21,0";FALSE;"980,0";"2,0";"69,0";"0";"0,0";NA;FALSE;"22";"1";"D";"0,0";"P";"Aarjel";"Anake";"1";"1";"298";"370";"0,000000000000000000";"1051,0";FALSE;"6,957497370876951";"6,887552571664617";"0,693147180559945";"4,234106504597260";"-1,000000000000000";"-1,000000000000000";FALSE;FALSE;FALSE;TRUE;TRUE
"0024_01";"Europa";TRUE;"C/2/S";"TRAPPIST-1e";"62,0";FALSE;"0,0";"0,0";"0,0";"0";"0,0";"Penton Fullided";TRUE;"24";"1";"C";"2,0";"S";"Penton";"Fullided";"1";"1";"343";"569";"0,005847953216374269";"0,0";TRUE;"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";TRUE;TRUE;TRUE;TRUE;TRUE
"0025_01";"Earth";FALSE;"F/6/S";"TRAPPIST-1e";"15,0";FALSE;"0,0";"225,0";"0,0";"998";"0,0";"Karard Brookenson";FALSE;"25";"1";"F";"6,0";"S";"Karard";"Brookenson";"1";"1";"1797";"2061";"0,003340757238307350";"1223,0";FALSE;"7,109062135687172";"-1,000000000000000";"5,416100402204420";"-1,000000000000000";"6,905753276311464";"-1,000000000000000";TRUE;FALSE;TRUE;FALSE;TRUE
"0026_01";"Europa";FALSE;"C/0/P";"55 Cancri e";"34,0";FALSE;"22,0";"6073,0";"0,0";"1438";"328,0";"Anyoni Unconary";FALSE;"26";"1";"C";"0,0";"P";"Anyoni";"Unconary";"1";"1";"310";"533";"0,000000000000000000";"7861,0";FALSE;"8,969669103793757";"3,091042453358316";"8,711607995897575";"-1,000000000000000";"7,271008538280992";"5,793013608384144";FALSE;FALSE;TRUE;FALSE;FALSE
"0028_01";"Mars";FALSE;"F/8/P";"TRAPPIST-1e";"43,0";FALSE;"1125,0";"0,0";"136,0";"48";"0,0";"Ceros Mare";FALSE;"28";"1";"F";"8,0";"P";"Ceros";"Mare";"1";"1";"1895";"2178";"0,004223864836325237";"1309,0";FALSE;"7,177018765909900";"7,025538314638521";"-1,000000000000000";"4,912654885736052";"3,871201010907891";"-1,000000000000000";FALSE;TRUE;FALSE;FALSE;TRUE
"0030_01";"Earth";FALSE;"G/4/S";"TRAPPIST-1e";"32,0";FALSE;"0,0";"850,0";"81,0";"437";"453,0";"Ginia Morsentley";FALSE;"30";"1";"G";"4,0";"S";"Ginia";"Morsentley";"1";"1";"1501";"1896";"0,002666666666666667";"1821,0";FALSE;"7,507141079727608";"-1,000000000000000";"6,745236349484363";"4,394449154672439";"6,079933195095590";"6,115892125483034";TRUE;FALSE;FALSE;FALSE;FALSE
"0031_01";"Mars";FALSE;"F/9/P";"TRAPPIST-1e";"47,0";FALSE;"214,0";"0,0";"1411,0";"0";"1229,0";"Coobix Datie";TRUE;"31";"1";"F";"9,0";"P";"Coobix";"Datie";"3";"3";"1895";"2178";"0,004751847940865892";"2854,0";FALSE;"7,956476798036782";"5,365976015021851";"-1,000000000000000";"7,252053951852814";"-1,000000000000000";"7,113956109566034";FALSE;TRUE;FALSE;TRUE;FALSE
"0031_02";"Mars";FALSE;"F/9/P";"TRAPPIST-1e";"2,0";FALSE;"0,0";"0,0";"0,0";"0";"0,0";"Cinets Datie";TRUE;"31";"2";"F";"9,0";"P";"Cinets";"Datie";"3";"3";"1895";"2178";"0,004751847940865892";"0,0";TRUE;"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";TRUE;TRUE;TRUE;TRUE;TRUE
"0031_03";"Mars";FALSE;"F/9/P";"TRAPPIST-1e";"20,0";FALSE;"0,0";"0,0";"1750,0";"990";"0,0";"Dontch Datie";TRUE;"31";"3";"F";"9,0";"P";"Dontch";"Datie";"3";"3";"1895";"2178";"0,004751847940865892";"2740,0";FALSE;"7,915713199382115";"-1,000000000000000";"-1,000000000000000";"7,467371066917559";"6,897704943128636";"-1,000000000000000";TRUE;TRUE;FALSE;FALSE;TRUE
"0034_01";"Europa";TRUE;"D/1/S";"55 Cancri e";"28,0";FALSE;"0,0";"0,0";"0,0";"0";"0,0";"Ziba Oingwhedly";TRUE;"34";"1";"D";"1,0";"S";"Ziba";"Oingwhedly";"1";"1";"279";"350";"0,003597122302158274";"0,0";TRUE;"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";TRUE;TRUE;TRUE;TRUE;TRUE
"0035_01";"Mars";FALSE;"D/1/P";"55 Cancri e";"23,0";FALSE;"784,0";"964,0";"0,0";"951";"0,0";"Luse Butte";FALSE;"35";"1";"D";"1,0";"P";"Luse";"Butte";"1";"1";"298";"370";"0,003367003367003367";"2699,0";FALSE;"7,900636613018005";"6,664409020350408";"6,871091294610546";"-1,000000000000000";"6,857514062545390";"-1,000000000000000";FALSE;FALSE;TRUE;FALSE;TRUE
"0036_01";"Earth";FALSE;"F/8/S";"55 Cancri e";"15,0";FALSE;"0,0";"492,0";"48,0";"20";"401,0";"Marina Leodger";FALSE;"36";"1";"F";"8,0";"S";"Marina";"Leodger";"1";"1";"1797";"2061";"0,004454342984409799";"961,0";FALSE;"6,867974408970293";"-1,000000000000000";"6,198478716492308";"3,871201010907891";"2,995732273553991";"5,993961427306569";TRUE;FALSE;FALSE;FALSE;FALSE
"0038_01";"Earth";FALSE;"F/10/S";"55 Cancri e";"20,0";FALSE;"554,0";"195,0";"0,0";"2606";"0,0";"Loise Wheelez";FALSE;"38";"1";"F";"10,0";"S";"Loise";"Wheelez";"1";"1";"1797";"2061";"0,005567928730512249";"3355,0";FALSE;"8,118207049405783";"6,317164686747284";"5,272999558563747";"-1,000000000000000";"7,865571757684791";"-1,000000000000000";FALSE;FALSE;TRUE;FALSE;TRUE
"0039_01";"Earth";TRUE;"G/1/P";"55 Cancri e";"30,0";FALSE;"0,0";"0,0";"0,0";"0";"0,0";"Jorgie Batthewitt";FALSE;"39";"1";"G";"1,0";"P";"Jorgie";"Batthewitt";"1";"1";"1509";"1885";"0,000663129973474801";"0,0";TRUE;"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";TRUE;TRUE;TRUE;TRUE;TRUE
"0041_01";"Earth";TRUE;"G/2/P";"TRAPPIST-1e";"17,0";FALSE;"0,0";"0,0";"0,0";"0";"0,0";"Margia Moodsey";TRUE;"41";"1";"G";"2,0";"P";"Margia";"Moodsey";"1";"1";"1509";"1885";"0,001326259946949602";"0,0";TRUE;"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";TRUE;TRUE;TRUE;TRUE;TRUE
"0043_01";"Europa";FALSE;"B/3/P";"TRAPPIST-1e";"45,0";FALSE;"0,0";"164,0";"45,0";"2511";"855,0";"Ankalik Cylistrand";FALSE;"43";"1";"B";"3,0";"P";"Ankalik";"Cylistrand";"1";"1";"302";"512";"0,009966777408637873";"3575,0";FALSE;"8,181720455128108";"-1,000000000000000";"5,099866427824199";"3,806662489770320";"7,828436359157585";"6,751101468936760";TRUE;FALSE;FALSE;FALSE;FALSE
"0044_01";"Earth";TRUE;"G/3/P";"TRAPPIST-1e";"55,0";FALSE;"0,0";"0,0";"0,0";"0";"0,0";"Jodye Coopelandez";FALSE;"44";"1";"G";"3,0";"P";"Jodye";"Coopelandez";"3";"3";"1509";"1885";"0,001989389920424403";"0,0";TRUE;"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";TRUE;TRUE;TRUE;TRUE;TRUE
"0044_02";"Earth";TRUE;"G/3/P";"55 Cancri e";"4,0";FALSE;"0,0";"0,0";"0,0";"0";"0,0";"Kayne Coopelandez";TRUE;"44";"2";"G";"3,0";"P";"Kayne";"Coopelandez";"3";"3";"1509";"1885";"0,001989389920424403";"0,0";TRUE;"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";TRUE;TRUE;TRUE;TRUE;TRUE
"0044_03";"Earth";TRUE;"G/3/P";"PSO J318.5-22";"21,0";FALSE;"0,0";"0,0";"0,0";"0";"0,0";"Cassa Coopelandez";TRUE;"44";"3";"G";"3,0";"P";"Cassa";"Coopelandez";"3";"3";"1509";"1885";"0,001989389920424403";"0,0";TRUE;"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";TRUE;TRUE;TRUE;TRUE;TRUE
"0045_01";"Mars";FALSE;"F/10/P";"TRAPPIST-1e";"21,0";FALSE;"970,0";"0,0";"180,0";"0";"64,0";"Zelowl Chmad";FALSE;"45";"1";"F";"10,0";"P";"Zelowl";"Chmad";"2";"2";"1895";"2178";"0,005279831045406547";"1214,0";FALSE;"7,101675971619444";"6,877296071497429";"-1,000000000000000";"5,192956850890210";"-1,000000000000000";"4,158883083359671";FALSE;TRUE;FALSE;TRUE;FALSE
"0045_02";"Mars";TRUE;"F/10/P";"55 Cancri e";"19,0";FALSE;"0,0";"0,0";"0,0";"0";"0,0";"Mass Chmad";TRUE;"45";"2";"F";"10,0";"P";"Mass";"Chmad";"2";"2";"1895";"2178";"0,005279831045406547";"0,0";TRUE;"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";TRUE;TRUE;TRUE;TRUE;TRUE
"0050_01";"Earth";FALSE;"E/1/S";"55 Cancri e";"35,0";FALSE;"790,0";"0,0";"0,0";"3";"0,0";"Sony Lancis";FALSE;"50";"1";"E";"1,0";"S";"Sony";"Lancis";"1";"1";"609";"682";"0,001644736842105263";"793,0";FALSE;"6,675823221634848";"6,672032945461067";"-1,000000000000000";"-1,000000000000000";"1,098612288668110";"-1,000000000000000";FALSE;TRUE;TRUE;FALSE;TRUE
"0051_01";"Earth";FALSE;"E/2/S";"TRAPPIST-1e";"56,0";FALSE;"0,0";"112,0";"0,0";"1379";"127,0";"Vivia Johnshines";FALSE;"51";"1";"E";"2,0";"S";"Vivia";"Johnshines";"1";"1";"609";"682";"0,003289473684210526";"1618,0";FALSE;"7,388946097618437";"-1,000000000000000";"4,718498871295094";"-1,000000000000000";"7,229113877793302";"4,844187086458591";TRUE;FALSE;TRUE;FALSE;FALSE
"0052_01";"Earth";FALSE;"G/6/S";"TRAPPIST-1e";"22,0";FALSE;"4,0";"0,0";"2,0";"4683";"0,0";"Elaney Hubbarton";FALSE;"52";"1";"G";"6,0";"S";"Elaney";"Hubbarton";"1";"1";"1501";"1896";"0,004000000000000000";"4689,0";FALSE;"8,452974619089586";"1,386294361119891";"-1,000000000000000";"0,693147180559945";"8,451694209183541";"-1,000000000000000";FALSE;TRUE;FALSE;FALSE;TRUE
"0053_01";"Earth";FALSE;"F/11/S";"TRAPPIST-1e";"25,0";FALSE;"0,0";"0,0";"1938,0";"0";"1,0";"Elson Hickerson";TRUE;"53";"1";"F";"11,0";"S";"Elson";"Hickerson";"1";"1";"1797";"2061";"0,006124721603563474";"1939,0";FALSE;"7,569927655242652";"-1,000000000000000";"-1,000000000000000";"7,569411792450712";"-1,000000000000000";"0,000000000000000";TRUE;TRUE;FALSE;TRUE;FALSE
"0056_01";"Europa";FALSE;"A/1/S";"TRAPPIST-1e";"2,0";FALSE;"0,0";"0,0";"0,0";"0";"0,0";"Okulas Tractive";TRUE;"56";"1";"A";"1,0";"S";"Okulas";"Tractive";"3";"3";"110";"188";"0,009174311926605505";"0,0";TRUE;"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";TRUE;TRUE;TRUE;TRUE;TRUE
"0056_02";"Europa";TRUE;"A/1/S";"TRAPPIST-1e";"38,0";FALSE;"0,0";"0,0";"0,0";"0";"0,0";"Instab Tractive";TRUE;"56";"2";"A";"1,0";"S";"Instab";"Tractive";"3";"3";"110";"188";"0,009174311926605505";"0,0";TRUE;"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";TRUE;TRUE;TRUE;TRUE;TRUE
"0056_03";"Europa";FALSE;"A/1/S";"TRAPPIST-1e";"27,0";FALSE;"279,0";"605,0";"3374,0";"286";"3,0";"Zinoces Tractive";TRUE;"56";"3";"A";"1,0";"S";"Zinoces";"Tractive";"3";"3";"110";"188";"0,009174311926605505";"4547,0";FALSE;"8,422222953825010";"5,631211781821365";"6,405228458030842";"8,123854263105914";"5,655991810819852";"1,098612288668110";FALSE;FALSE;FALSE;FALSE;FALSE
"0058_01";"Earth";TRUE;"G/7/S";"PSO J318.5-22";"36,0";FALSE;"0,0";"0,0";"0,0";"0";"0,0";"Warry Ayalazquez";FALSE;"58";"1";"G";"7,0";"S";"Warry";"Ayalazquez";"1";"1";"1501";"1896";"0,004666666666666667";"0,0";TRUE;"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";"-1,000000000000000";TRUE;TRUE;TRUE;TRUE;TRUE
"0061_01";"Earth";FALSE;"F/12/S";"TRAPPIST-1e";"22,0";FALSE;"45,0";"1096,0";"148,0";"1377";"1,0";"Shanya Salez";FALSE;"61";"1";"F";"12,0";"S";"Shanya";"Salez";"1";"1";"1797";"2061";"0,006681514476614699";"2667,0";FALSE;"7,888709524182015";"3,806662489770320";"6,999422467507961";"4,997212273764115";"7,227662498728654";"0,000000000000000";FALSE;FALSE;FALSE;FALSE;FALSE
"0062_01";"Earth";FALSE;"F/13/S";"TRAPPIST-1e";"62,0";FALSE;"0,0";"592,0";"0,0";"17";"25,0";"Sterry Greeves";FALSE;"62";"1";"F";"13,0";"S";"Sterry";"Greeves";"1";"1";"1797";"2061";"0,007238307349665924";"634,0";FALSE;"6,452048954437226";"-1,000000000000000";"6,383506634884005";"-1,000000000000000";"2,833213344056216";"3,218875824868201";TRUE;FALSE;TRUE;FALSE;FALSE
